"","Control Number","Course Number","Section","Day-Hour","Room","Course Title","Unit Credit","Instructor","Exam Group","Restrictions","Department"
"4616","61275","190","001 SEM","MWF 10-11A","225 WHEELER","Seminar on Advanced Topics in Native American","4","LIMA, E E","7","JR, SR","NATIVE AMERICAN STUDIES"
"4617","SEE","H195B","001 IND","","","Senior Honors Thesis for Native American Studies","3: 2T","UM, K","NONE","","NATIVE AMERICAN STUDIES"
"4618","SEE","197","1-5 FLD","","TBA","Field Work in the Native American Community","1-3","","NONE","JR, SR","NATIVE AMERICAN STUDIES"
"4619","SEE","198","001 GRP","","","Supervised Group Study","1-3: PF","BIOLSI, T J","NONE","JR, SR","NATIVE AMERICAN STUDIES"
"4620","SEE","198","2-4 GRP","","TBA","Supervised Group Study","1-3","","NONE","JR, SR","NATIVE AMERICAN STUDIES"
"4621","SEE","199","3-8 IND","","TBA","Supervised Independent Study and Research","1-4","","NONE","JR, SR","NATIVE AMERICAN STUDIES"
"4622","61403","24","001 SEM","","","Freshman Seminars","1: PF","TBA","","FR & BY CATEGORY","NATURAL RESOURCES"
"4623","61406","24","002 SEM","M 5-6P","4301 FOOTHILL 4","Freshman Seminars","1: PF","TBA","","FR ; CLASS ENTRY CODE REQ","NATURAL RESOURCES"
"4624","61409","84","001 SEM","M 5-6P","4301 FOOTHILL 4","Sophomore Seminar","1: PF","TBA","","SO ; CLASS ENTRY CODE REQ","NATURAL RESOURCES"
"4625","61415","C101","001 LEC","Tu 630-8P","WHEELER AUD","Edible Education: The Rise and Future of the Food","2: PF","BITTMAN, M B","NONE","","NATURAL RESOURCES"
"4626","61503","R1B","001 LEC","MW 4-530P","78 BARROWS","Reading and Composition in Near Eastern Studies","4","JENSEN, V I","NONE","FR, SO & BY CATEGORY","NEAR EASTERN STUDIES"
"4627","61506","15","001 LEC","TuTh 930-11A","110 BARKER","Introduction to Near Eastern Art and Archaeology","4","PORTER, B","10","","NEAR EASTERN STUDIES"
"4628","61509","15","101 DIS","W 10-11A","204 DWINELLE","Introduction to Near Eastern Art and Archaeology","","ALDERS, W A","","","NEAR EASTERN STUDIES"
"4629","61512","15","102 DIS","Th 1-2P","271 BARROWS","Introduction to Near Eastern Art and Archaeology","","ALDERS, W A","","","NEAR EASTERN STUDIES"
"4630","61515","24","001 SEM","Tu 1-2P","271 BARROWS","Freshman Seminars","1","REDMOUNT, C A","","TBA","NEAR EASTERN STUDIES"
"4631","61517","25","001 LEC","TuTh 2-330P","129 BARROWS","Ancient Babylonian Legends and Myths","3","TANAKA, T W","2","","NEAR EASTERN STUDIES"
"4632","61524","109","001 LEC","Th 2-5P","271 BARROWS","Mesopotamian History","3","ROCHBERG, F","2","","NEAR EASTERN STUDIES"
"4633","61539","126","001 LEC","TuTh 11-1230P","B5 HEARST ANNEX","Silk Road Art and Archaeology","3","MEHENDALE, S","13","","NEAR EASTERN STUDIES"
"4634","61542","129","001 LEC","TuTh 2-330P","80 BARROWS","Arts of Iran and Central Asia","4","COMPARETI, M","2","","NEAR EASTERN STUDIES"
"4635","61545","140","001 LEC","TuTh 1230-2P","170 BARROWS","Topics in Islamic Thought and Institutions","3","BAZIAN, H A","15","","NEAR EASTERN STUDIES"
"4636","61551","165","001 LEC","W 3-6P","155 BARROWS","Film and Fiction of Iran","4","PIRNAZAR, J P","12","","NEAR EASTERN STUDIES"
"4637","61554","165","101 DIS","M 2-4P","155 BARROWS","Film and Fiction of Iran","","PIRNAZAR, J P","","","NEAR EASTERN STUDIES"
"4638","61560","C188","001 LEC","TuTh 11-1230P","60 EVANS","Magic, Religion, and Science: The Ancient and","4","LUCARELLI, R","13","","NEAR EASTERN STUDIES"
"4639","61563","C188","101 DIS","Tu 3-4P","115 KROEBER","Magic, Religion, and Science: The Ancient and","","THE STAFF","","","NEAR EASTERN STUDIES"
"4640","61566","C188","102 DIS","W 10-11A","203 WHEELER","Magic, Religion, and Science: The Ancient and","","THE STAFF","","","NEAR EASTERN STUDIES"
"4641","61569","C188","103 DIS","Th 4-5P","238 KROEBER","Magic, Religion, and Science: The Ancient and","","THE STAFF","","","NEAR EASTERN STUDIES"
"4642","61572","C188","104 DIS","F 10-11A","54 BARROWS","Magic, Religion, and Science: The Ancient and","","THE STAFF","","","NEAR EASTERN STUDIES"
"4643","61575","190A","001 LEC","W 2-5P","271 BARROWS","Ancient Near Eastern Studies","4","KAISER, J","6","","NEAR EASTERN STUDIES"
"4644","61577","190A","002 LEC","TuTh 1230-2P","129 BARROWS","Ancient Near Eastern Studies","4","DUARTE DE OLIVEIRA","15","","NEAR EASTERN STUDIES"
"4645","62019","190B","001 LEC","M 2-5P","252 BARROWS","Egyptian Studies","4","JIMENEZ, L M","6","","NEAR EASTERN STUDIES"
"4646","61583","190E","001 LEC","MWF 10-11A","B3 DWINELLE","Arabic","4","MOHAMED, H S","7","","NEAR EASTERN STUDIES"
"4647","62022","190E","101 DIS","Tu 10-11A","B3 DWINELLE","Arabic","","MOHAMED, H S","","","NEAR EASTERN STUDIES"
"4648","61619","198","001 GRP","W 2-5P","275 BARROWS","Directed Group Study for Upper Division Students","1-4: PF","ADLER, R","","NONE","NEAR EASTERN STUDIES"
"4649","62103","1B","001 REC","MTWTF 8-9A","252 BARROWS","Elementary Arabic","5","THOMPSON, T L","14","","ARABIC"
"4650","62106","1B","002 REC","MTWTF 9-10A","252 BARROWS","Elementary Arabic","5","HAYES, J L","14","","ARABIC"
"4651","62109","1B","003 REC","MTWTF 10-11A","271 BARROWS","Elementary Arabic","5","ISTANBULLI, L","14","","ARABIC"
"4652","62112","1B","004 REC","MTWTF 11-12P","118 BARROWS","Elementary Arabic","5","ABDELAAL, M O","14","","ARABIC"
"4653","62115","1B","005 REC","MTWTF 12-1P","252 BARROWS","Elementary Arabic","5","LAYMOUN, N M","14","","ARABIC"
"4654","62121","1B","007 REC","MTWTF 2-3P","118 BARROWS","Elementary Arabic","5","ELMAHDY, E","14","","ARABIC"
"4655","62124","20B","001 REC","MTWTF 9-10A","118 BARROWS","Intermediate Arabic","5","MOHAMED, H S","4","","ARABIC"
"4656","62127","20B","002 REC","MTWTF 10-11A","118 BARROWS","Intermediate Arabic","5","BAZIAN, H A","7","","ARABIC"
"4657","62130","20B","003 REC","MTWTF 3-4P","118 BARROWS","Intermediate Arabic","5","ELMAHDY, E","12","","ARABIC"
"4658","62133","100B","001 LEC","MWF 11-12P","B3 DWINELLE","Advanced Arabic","3","MOHAMED, H S","8","CURRENTLY FULL","ARABIC"
"4659","62139","107","001 LEC","MWF 1-2P","115 BARROWS","Arabic Historical and Geographical Texts","3","HAYES, J L","5","","ARABIC"
"4660","62145","111B","001 LEC","TuTh 11-1230P","271 BARROWS","Survey of Arabic Literature (in Arabic)","3","DRUMSTA, E","13","","ARABIC"
"4661","62256","101B","001 LEC","M 2-5P","12 BARROWS","Selected Readings in Akkadian","4","ESCOBAR, E","6","","CUNEIFORM"
"4662","62259","102B","001 LEC","TuTh 930-11A","12 BARROWS","Elementary Sumerian","4","VELDHUIS, N C","10","","CUNEIFORM"
"4663","62403","100B","001 LEC","TuTh 330-5P","234 DWINELLE","Elementary Egyptian","5","RICHTER, B","14","","EGYPTIAN"
"4664","62406","100B","101 DIS","Th 5-6P","243 DWINELLE","Elementary Egyptian","","RICHTER, B","","","EGYPTIAN"
"4665","62603","1B","001 REC","MTWTF 10-11A","252 BARROWS","Elementary Hebrew","5","BOYARIN, C","14","","HEBREW"
"4666","62606","20B","001 LEC","TuWTh 11-12P","275 BARROWS","Intermediate Hebrew","5","ADLER, R","8","","HEBREW"
"4667","62615","104B","001 LEC","M 2-5P","271 BARROWS","Modern Hebrew Literature and Culture","3","KRONFELD, C","NONE","","HEBREW"
"4668","62621","107B","001 LEC","Th 1230-2P","275 BARROWS","Biblical Hebrew Texts","3","ADLER, R","15","","HEBREW"
"4669","62625","190B","001 LEC","MW 11-1230P","271 BARROWS","Special Topics in Hebrew","3","BOYARIN, C","18","","HEBREW"
"4670","62633","198","001 GRP","W 2-5P","275 BARROWS","Directed Group Study for Upper Division Students","1-4: PF","ADLER, R","NONE","JR, SR","HEBREW"
"4671","62636","199","001 IND","","UNSCHED NOFACILITY","Supervised Independent Study and Research","1-4: PF","BOYARIN, C","NONE","JR, SR ; CURRENTLY FULL","HEBREW"
"4672","62903","1B","001 LEC","MTWTF 9-10A","271 BARROWS","Elementary Modern Persian","5","GHAHRAMANI, G","14","","PERSIAN"
"4673","62906","11B","001 REC","MTWTF 1-2P","252 BARROWS","Reading and Composition for Persian-Speaking","5","THE STAFF","5","","PERSIAN"
"4674","62909","20B","001 REC","MTWTF 11-12P","252 BARROWS","Intermediate Modern Persian","5","GHAHRAMANI, G","18","","PERSIAN"
"4675","62912","100B","001 LEC","TuTh 1230-2P","204 DWINELLE","Advanced Persian","3","MONTAZERI, F","15","","PERSIAN"
"4676","62918","103B","001 LEC","TuTh 11-1230P","180 BARROWS","Classical Persian Poetry","3","AHMADI, S","13","","PERSIAN"
"4677","63403","1B","001 LEC","MTWTF 10-11A","8A BARROWS","Elementary Modern Turkish","5","VIVRETTE, J C","14","CURRENTLY FULL","TURKISH"
"4678","63406","100B","001 LEC","MTWTF 11-12P","8A BARROWS","Intermediate Modern Turkish","5","VIVRETTE, J C","18","","TURKISH"
"4679","63409","101B","001 LEC","TuTh 1230-2P","8A BARROWS","Readings in Modern Turkish","3","VIVRETTE, J C","15","","TURKISH"
"4680","63418","198","001 GRP","F 3-430P","252 BARROWS","Directed Group Study for Upper Division Students","1-4: PF","BROOKES, D S","NONE","JR, SR","TURKISH"
"4681","63903","190","001 LEC","TuTh 1230-2P","","Special Topics in New Media","3","SAUM PASCUAL, A","NONE","CURRENTLY FULL","NEW MEDIA"
"4682","64003","24","001 SEM","M 3-4P","203 WHEELER","Freshman Seminars","1","TBA","","BY CATEGORY","NUCLEAR ENGINEERING"
"4683","64005","24","002 SEM","M 4-5P","210 JACOBS","Freshman Seminars","1: PF","TBA","","CURRENTLY FULL","NUCLEAR ENGINEERING"
"4684","64006","100","001 LEC","TuTh 11-1230P","254 SUTARDJA DAI","Introduction to Nuclear Engineering","3","FRATONI, M","13","CURRENTLY FULL","NUCLEAR ENGINEERING"
"4685","64009","102","001 LEC","TuTh 9-10A","201 WHEELER","Nuclear Reactions and Radiation Laboratory","3","BERNSTEIN, L A","10","BY CATEGORY","NUCLEAR ENGINEERING"
"4686","64012","102","001 DIS","TuTh 10-12P","65 EVANS","Nuclear Reactions and Radiation Laboratory","","BERNSTEIN, L A","","","NUCLEAR ENGINEERING"
"4687","64015","104","001 LEC","MW 10-11A","3105 ETCHEVERRY","Radiation Detection and Nuclear Instrumentation","4","VETTER, K","7","","NUCLEAR ENGINEERING"
"4688","64018","104","101 LAB","W 1-5P","1140 ETCHEVERRY","Radiation Detection and Nuclear Instrumentation","","VETTER, K","","CURRENTLY FULL","NUCLEAR ENGINEERING"
"4689","64021","104","102 LAB","M 1-5P","1140 ETCHEVERRY","Radiation Detection and Nuclear Instrumentation","","VETTER, K","","","NUCLEAR ENGINEERING"
"4690","64024","104","103 LAB","Tu 1-5P","1140 ETCHEVERRY","Radiation Detection and Nuclear Instrumentation","","VETTER, K","","","NUCLEAR ENGINEERING"
"4691","64027","124","001 LEC","MWF 12-1P","237 CORY","Radioactive Waste Management","3","AHN, J","11","","NUCLEAR ENGINEERING"
"4692","64030","130","001 LEC","TuTh 330-5P","3111 ETCHEVERRY","Analytical Methods for Non-proliferation","4","MORSE, E C","20","","NUCLEAR ENGINEERING"
"4693","64033","150","001 LEC","TuTh 1230-2P","3105 ETCHEVERRY","Introduction to Nuclear Reactor Theory","4","VUJIC, J L","15","","NUCLEAR ENGINEERING"
"4694","64036","150","101 DIS","Tu 5-6P","214 HAVILAND","Introduction to Nuclear Reactor Theory","","VUJIC, J L","","","NUCLEAR ENGINEERING"
"4695","64039","150","102 DIS","W 5-6P","55 EVANS","Introduction to Nuclear Reactor Theory","","VUJIC, J L","","CURRENTLY FULL","NUCLEAR ENGINEERING"
"4696","64042","155","001 LEC","MWF 11-12P","285 CORY","Introduction to Numerical Simulations in Radiation ...","3","SLAYBAUGH, R","8","","NUCLEAR ENGINEERING"
"4697","64045","162","001 LEC","TuTh 5-630P","3111 ETCHEVERRY","Radiation Biophysics and Dosimetry","3","VUJIC, J L","18","","NUCLEAR ENGINEERING"
"4698","64048","170A","001 LEC","TuTh 2-330P","237 CORY","Nuclear Design: Design in Nuclear Power Technology 3","","FRATONI, M","2","","NUCLEAR ENGINEERING"
"4699","SEE","H194","1-3 IND","","TBA","Honors Undergraduate Research","1-4","","NONE","","NUCLEAR ENGINEERING"
"4700","SEE","H194","004 IND","","","Honors Undergraduate Research","1-4","HOSEMANN, P","NONE","","NUCLEAR ENGINEERING"
"4701","SEE","H194","005 IND","","","Honors Undergraduate Research","1-4","VAN BIBBER, K A","NONE","","NUCLEAR ENGINEERING"
"4702","64065","198","001 GRP","M 5-6P","3119 ETCHEVERRY","Group Study for Advanced Undergraduates","1-4: PF","SLAYBAUGH, R","NONE","JR, SR","NUCLEAR ENGINEERING"
"4703","SEE","199","1-4 IND","","TBA","Supervised Independent Study","1-4","","NONE","JR, SR","NUCLEAR ENGINEERING"
"4704","SEE","199","006 IND","","","Supervised Independent Study","1-4: PF","AHN, J","NONE","JR, SR","NUCLEAR ENGINEERING"
"4705","SEE","199","007 IND","","","Supervised Independent Study","1-4: PF","SLAYBAUGH, R","NONE","JR, SR","NUCLEAR ENGINEERING"
"4706","64503","10","001 LEC","MW 1-2P","WHEELER AUD","Introduction to Human Nutrition","3","APONTE, G","5","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4707","64506","10","101 DIS","M 8-9A","2030 VALLEY LSB","Introduction to Human Nutrition","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4708","64509","10","102 DIS","M 8-9A","110 BARKER","Introduction to Human Nutrition","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4709","64512","10","103 DIS","M 9-10A","110 BARKER","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4710","64515","10","104 DIS","M 10-11A","110 BARKER","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4711","64518","10","105 DIS","M 10-11A","321 HAVILAND","Introduction to Human Nutrition","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4712","64521","10","106 DIS","M 2-3P","110 BARKER","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4713","64524","10","107 DIS","M 4-5P","2038 VALLEY LSB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4714","64527","10","108 DIS","M 4-5P","2066 VALLEY LSB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4715","64530","10","109 DIS","M 4-5P","2062 VALLEY LSB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4716","64533","10","110 DIS","Tu 8-9A","2030 VALLEY LSB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4717","64536","10","111 DIS","Tu 8-9A","110 BARKER","Introduction to Human Nutrition","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4718","64539","10","112 DIS","Tu 8-9A","2032 VALLEY LSB","Introduction to Human Nutrition","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4719","64542","10","113 DIS","Tu 9-10A","2062 VALLEY LSB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4720","64545","10","114 DIS","Tu 9-10A","2066 VALLEY LSB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4721","64548","10","115 DIS","Tu 9-10A","2038 VALLEY LSB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4722","64551","10","116 DIS","Tu 10-11A","321 HAVILAND","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4723","64554","10","117 DIS","Tu 1-2P","109 MORGAN","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4724","64557","10","118 DIS","Tu 10-11A","238 KROEBER","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4725","64560","10","119 DIS","Tu 12-1P","321 HAVILAND","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4726","64563","10","120 DIS","Tu 12-1P","30 WHEELER","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4727","64566","10","121 DIS","W 8-9A","2032 VALLEY LSB","Introduction to Human Nutrition","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4728","64569","10","122 DIS","W 8-9A","2030 VALLEY LSB","Introduction to Human Nutrition","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4729","64572","10","123 DIS","W 8-9A","110 BARKER","Introduction to Human Nutrition","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4730","64575","10","124 DIS","W 9-10A","2011 VALLEY LSB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4731","64578","10","125 DIS","W 9-10A","2030 VALLEY LSB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4732","64581","10","126 DIS","W 8-9A","103 GPB","Introduction to Human Nutrition","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4733","64584","10","127 DIS","W 12-1P","103 GPB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4734","64587","10","128 DIS","W 11-12P","321 HAVILAND","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4735","64590","10","129 DIS","W 12-1P","2062 VALLEY LSB","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4736","64593","10","130 DIS","W 11-12P","110 BARKER","Introduction to Human Nutrition","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4737","64596","11","001 LEC","TuTh 10-11A","100 LEWIS","Introduction to Toxicology","3","WANG, J","19","BY CATEGORY","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4738","64599","11","101 DIS","M 3-4P","141 GIANNINI","Introduction to Toxicology","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4739","64602","11","102 DIS","M 4-5P","107 GPB","Introduction to Toxicology","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4740","64605","11","103 DIS","W 11-12P","103 GPB","Introduction to Toxicology","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4741","64608","11","104 DIS","W 12-1P","109 MORGAN","Introduction to Toxicology","","","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4742","64611","11","105 DIS","F 8-9A","109 MORGAN","Introduction to Toxicology","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4743","64614","11","106 DIS","F 9-10A","109 MORGAN","Introduction to Toxicology","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4744","64616","24","001 SEM","W 10-12P","45 EVANS","Freshman Seminar","1: PF","TBA","","CURRENTLY FULL","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4745","","98","002 GRP","","","Directed Group Study","1-3: PF","STAHL, A","NONE","FR, SO","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4746","","98","007 GRP","","","Directed Group Study","1-3: PF","WANG, J","NONE","FR, SO","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4747","","98","009 GRP","","","Directed Group Study","1-3: PF","STAHL, A","NONE","FR, SO","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4748","SEE","99","1-8 IND","","TBA","Supervised Independent Study and Research","1-3","","NONE","FR, SO","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4749","64677","104","001 LEC","F 10-12P","105 NORTH GATE","Human Food Practices","2","RASMUSSEN, K K","7","JR, SR & BY CATEGORY","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4750","64683","C114","001 LEC","MWF 10-11A","101 LSA","Pesticide Chemistry and Toxicology","3","CASIDA, J E","7","JR, SR & BY CATEGORY","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4751","","C114","101 VOL","","","Pesticide Chemistry and Toxicology","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4752","","C114","102 VOL","","","Pesticide Chemistry and Toxicology","","","","","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4753","64692","115","001 LEC","W 10-12P","106 MOFFITT","Principles of Drug Action","2","JOHNSON, D E","7","BY CATEGORY","NUTRITIONAL SCIENCES AND TOXICOLOGY"
"4754","64695","121","001 LEC","W 12-1P","132 MULFORD","Computational Toxicology","3","JOHNSON, D E","11","BY CATEGORY","NUTRITIONAL SCIENCES AND TOXICOLOGY"
